02-12-2016 01:49:14  #  start point: 65  #  data number: 5
test_data: [ 1,  2]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  4,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  4,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  4,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  4, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  4, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  3,  5,  6]  #  total: 360  #  correct_rate: 0.925000
test_data: [ 1,  3,  5,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  5,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  5,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  5, 10]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  3,  5, 11]  #  total: 360  #  correct_rate: 0.977778
test_data: [ 1,  3,  6,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  6,  8]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  3,  6,  9]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  3,  6, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  6, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  3,  7,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  7,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  7, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  7, 11]  #  total: 360  #  correct_rate: 0.975000
test_data: [ 1,  3,  8,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  8, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  3,  8, 11]  #  total: 360  #  correct_rate: 0.933333
test_data: [ 1,  3,  9, 10]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  3,  9, 11]  #  total: 360  #  correct_rate: 0.922222
test_data: [ 1,  3, 10, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  4,  5,  6]  #  total: 360  #  correct_rate: 0.950000
test_data: [ 1,  4,  5,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  5,  8]  #  total: 360  #  correct_rate: 0.997222
test_data: [ 1,  4,  5,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  5, 10]  #  total: 360  #  correct_rate: 0.972222
test_data: [ 1,  4,  5, 11]  #  total: 360  #  correct_rate: 0.980556
test_data: [ 1,  4,  6,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  6,  8]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  4,  6,  9]  #  total: 360  #  correct_rate: 0.933333
test_data: [ 1,  4,  6, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  6, 11]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  4,  7,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  7,  9]  #  total: 360  #  correct_rate: 0.991667
test_data: [ 1,  4,  7, 10]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  4,  7, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  8,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  8, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  8, 11]  #  total: 360  #  correct_rate: 0.963889
test_data: [ 1,  4,  9, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  4,  9, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  4, 10, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  5,  6,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  5,  6,  8]  #  total: 360  #  correct_rate: 0.938889
test_data: [ 1,  5,  6,  9]  #  total: 360  #  correct_rate: 0.927778
test_data: [ 1,  5,  6, 10]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  5,  6, 11]  #  total: 360  #  correct_rate: 0.930556
test_data: [ 1,  5,  7,  8]  #  total: 360  #  correct_rate: 0.994444
test_data: [ 1,  5,  7,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  5,  7, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  5,  7, 11]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  5,  8,  9]  #  total: 360  #  correct_rate: 0.994444
test_data: [ 1,  5,  8, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  5,  8, 11]  #  total: 360  #  correct_rate: 0.975000
test_data: [ 1,  5,  9, 10]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  5,  9, 11]  #  total: 360  #  correct_rate: 0.919444
test_data: [ 1,  5, 10, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  6,  7,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  6,  7,  9]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  6,  7, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  6,  7, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  6,  8,  9]  #  total: 360  #  correct_rate: 0.961111
test_data: [ 1,  6,  8, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  6,  8, 11]  #  total: 360  #  correct_rate: 0.983333
test_data: [ 1,  6,  9, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  6,  9, 11]  #  total: 360  #  correct_rate: 0.966667
test_data: [ 1,  6, 10, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7,  8,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7,  8, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7,  8, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7,  9, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7,  9, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  7, 10, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  8,  9, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 1,  8,  9, 11]  #  total: 360  #  correct_rate: 0.933333
test_data: [ 1,  8, 10, 11]  #  total: 360  #  correct_rate: 0.988889
test_data: [ 1,  9, 10, 11]  #  total: 360  #  correct_rate: 0.958333
test_data: [ 2,  3,  4,  5]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4,  6]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  4, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5,  6]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  5, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  6,  7]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  6,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  6,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  6, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  6, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  7,  8]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  7,  9]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  7, 10]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  7, 11]  #  total: 360  #  correct_rate: 1.000000
test_data: [ 2,  3,  8,  9]  #  total: 360  #  correct_rate: 1.000000
